churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
CE-0ecad4ed,A-af8daf,2024-09-29,support,51.95,False,False,False,Team no longer needed this functionality.
CE-3da5019c,A-e6ef8b,2021-12-30,budget,0.0,False,False,False,Team no longer needed this functionality.
CE-f0f192a0,A-58a963,2022-12-10,unknown,0.0,False,False,True,Product lacked key features we needed.
CE-4f8c4a3a,A-d0403b,2024-10-27,support,102.39,False,False,False,Team no longer needed this functionality.
CE-6f71e39e,A-babd7f,2021-08-17,features,0.0,False,False,False,
CE-ad5e5494,A-4983af,2021-12-13,competitor,0.0,False,True,False,Product lacked key features we needed.
CE-f3a97cd2,A-59d242,2024-04-20,support,0.0,False,False,True,Product lacked key features we needed.
CE-b26a3451,A-9d4ff6,2022-05-02,features,0.0,False,False,False,Found a cheaper alternative.
CE-31149571,A-0e303f,2023-01-25,support,487.39,False,True,False,Pricing increased beyond our budget.
CE-c41285d4,A-82c3e3,2021-04-12,budget,0.0,True,False,False,Team no longer needed this functionality.
CE-f9f4c3f2,A-8e171c,2023-04-11,competitor,0.0,False,True,False,Support response times were too slow.
CE-82331a1d,A-dbf513,2022-08-11,budget,0.0,False,False,False,Product lacked key features we needed.
CE-6e225f7c,A-98ae9b,2021-10-09,support,0.0,False,False,False,Found a cheaper alternative.
CE-3efd53e8,A-168fe2,2022-02-01,features,0.0,False,False,False,
CE-28b214ae,A-0b1c34,2024-04-10,budget,0.0,False,False,True,
CE-30fbbaa2,A-6e3d08,2024-11-07,features,0.0,False,False,False,Product lacked key features we needed.
CE-08913bbe,A-2151c8,2024-12-06,unknown,0.0,True,False,False,Tool didn't integrate well with our stack.
CE-03ade04d,A-105528,2021-01-20,support,222.56,False,False,False,Team no longer needed this functionality.
CE-956a7612,A-4a3e3a,2021-12-02,budget,0.0,False,False,False,Product lacked key features we needed.
CE-9ed140d9,A-85322a,2023-08-18,support,0.0,True,False,True,Pricing increased beyond our budget.
CE-a42fc8c8,A-ea1711,2023-08-19,competitor,0.0,True,False,False,Tool didn't integrate well with our stack.
CE-eb1d7d70,A-51ca60,2022-06-06,features,0.0,True,False,False,Product lacked key features we needed.
CE-069bbf00,A-fd5d1c,2023-04-01,features,0.0,False,False,True,Tool didn't integrate well with our stack.
CE-6161e3d4,A-ba42fc,2023-11-28,support,470.51,False,True,False,
CE-cccdb0d6,A-8a2dcf,2023-09-29,pricing,0.0,True,False,False,Tool didn't integrate well with our stack.
CE-4e3db9d4,A-2bf8bb,2024-06-06,support,117.32,False,False,True,Found a cheaper alternative.
CE-b73835a3,A-5a868a,2024-01-18,features,276.42,False,False,False,Tool didn't integrate well with our stack.
CE-61b7b0a7,A-e09af2,2023-02-25,budget,0.0,False,False,False,Found a cheaper alternative.
CE-790bc330,A-655235,2021-11-01,support,282.13,False,False,False,Budget cuts forced us to cancel.
CE-ec35ab2e,A-14e75c,2021-01-17,features,0.0,False,False,False,Budget cuts forced us to cancel.
CE-00766ac0,A-eca077,2023-05-08,support,0.0,False,False,True,Found a cheaper alternative.
CE-cad26333,A-68948f,2023-06-04,features,0.0,False,True,False,Product lacked key features we needed.
CE-caed26cd,A-26bbfd,2022-09-24,pricing,0.0,False,True,False,Budget cuts forced us to cancel.
CE-7b682f77,A-e979f8,2022-10-17,unknown,0.0,True,False,False,Budget cuts forced us to cancel.
CE-4b40e620,A-655235,2024-02-16,features,68.77,False,False,False,Found a cheaper alternative.
CE-219765ad,A-01c648,2024-07-22,pricing,9.01,False,False,False,Support response times were too slow.
CE-cf68c437,A-5d149a,2023-04-05,pricing,0.0,True,True,False,Pricing increased beyond our budget.
CE-e01051e2,A-2feda1,2024-02-16,unknown,0.0,True,False,False,Found a cheaper alternative.
CE-e879118f,A-d3d2c6,2023-11-09,features,0.0,False,False,False,Found a cheaper alternative.
CE-b12f9a91,A-6f8408,2022-02-21,budget,0.0,False,False,False,Team no longer needed this functionality.
CE-bba67720,A-4c2fc6,2024-12-05,pricing,0.0,False,False,False,
CE-13408a15,A-e99e90,2021-12-02,budget,0.0,False,False,False,Budget cuts forced us to cancel.
CE-6efd1d6a,A-cc6cd9,2021-08-28,unknown,0.0,False,False,False,Pricing increased beyond our budget.
CE-3731dadf,A-c4599d,2021-09-16,features,0.0,True,True,True,Support response times were too slow.
CE-27d97807,A-9d992c,2022-11-24,support,0.0,True,True,False,Team no longer needed this functionality.
CE-ce8cfdab,A-fb30f4,2021-08-13,pricing,0.0,False,False,False,
CE-77076d5c,A-bda37c,2024-02-22,features,456.95,True,True,False,Support response times were too slow.
CE-dc1a465a,A-bd844f,2022-03-30,competitor,0.0,False,True,False,Budget cuts forced us to cancel.
CE-fd3fd894,A-bf83ac,2023-11-02,budget,405.4,False,False,False,Tool didn't integrate well with our stack.
CE-bebf8259,A-b0fdf8,2023-04-10,features,0.0,False,False,False,Product lacked key features we needed.
CE-6f4e5ccc,A-ff97ce,2021-12-05,competitor,0.0,False,False,False,Pricing increased beyond our budget.
CE-a32b80af,A-c402fb,2023-06-15,budget,0.0,False,False,False,
CE-444389e0,A-4cf7f7,2022-07-25,support,0.0,False,True,False,Product lacked key features we needed.
CE-7be39725,A-800523,2024-05-20,unknown,0.0,True,False,True,
CE-507ea407,A-7b3b51,2022-02-15,support,137.18,False,False,False,
CE-23989a33,A-1aa01f,2022-11-21,unknown,0.0,False,False,False,Budget cuts forced us to cancel.
CE-8652359b,A-8e171c,2022-08-14,budget,195.05,False,False,False,Pricing increased beyond our budget.
CE-3ba6ab6c,A-9f521d,2024-04-29,support,356.21,True,False,True,Pricing increased beyond our budget.
CE-39a4d4eb,A-b67e99,2024-07-21,unknown,0.0,True,False,False,Found a cheaper alternative.
CE-8df66761,A-b56ab1,2023-09-24,budget,0.0,False,False,False,Pricing increased beyond our budget.
CE-7ad95902,A-b853d2,2024-06-20,unknown,0.0,False,False,False,Support response times were too slow.
CE-b2ea0092,A-147497,2024-10-06,budget,0.0,False,True,False,Team no longer needed this functionality.
CE-eeadf0e2,A-522b54,2021-02-02,competitor,0.0,False,False,False,
CE-90b1d070,A-2be2ac,2024-04-20,competitor,0.0,False,False,False,Budget cuts forced us to cancel.
CE-32e94d58,A-5e8a5d,2024-05-24,budget,0.0,False,False,False,
CE-f8f04bb5,A-63c268,2021-05-08,pricing,0.0,False,True,False,Found a cheaper alternative.
CE-01d29529,A-3ea8a3,2024-01-26,competitor,0.0,False,False,False,Pricing increased beyond our budget.
CE-2dc90d83,A-e85f12,2024-10-24,support,0.0,False,False,False,Support response times were too slow.
CE-170cd595,A-9a2c4f,2024-12-14,unknown,0.0,False,False,False,Budget cuts forced us to cancel.
CE-870663bc,A-b95064,2023-11-05,unknown,0.0,False,False,False,
CE-d9e93257,A-2be2ac,2022-11-04,unknown,415.5,False,True,False,Pricing increased beyond our budget.
CE-2969dd03,A-64ddde,2023-03-16,unknown,0.0,False,False,False,
CE-a4d43a7f,A-f60e4b,2024-01-09,support,0.0,False,True,False,
CE-c76fad4f,A-cdee75,2021-05-03,budget,0.0,False,False,False,Product lacked key features we needed.
CE-f5840c05,A-52d296,2021-06-16,support,69.95,True,False,False,Pricing increased beyond our budget.
CE-09ef1c01,A-064dcf,2022-04-10,support,0.0,False,False,False,Budget cuts forced us to cancel.
CE-56d08be7,A-82c3e3,2023-04-01,support,0.0,True,False,False,Found a cheaper alternative.
CE-bf2433a2,A-77d382,2022-10-09,features,0.0,False,False,False,Budget cuts forced us to cancel.
CE-d319cbe5,A-bda37c,2021-01-02,pricing,343.02,False,False,False,Tool didn't integrate well with our stack.
CE-f90d9887,A-1f5600,2023-05-27,budget,0.0,False,False,False,Team no longer needed this functionality.
CE-02c1977f,A-7231b2,2022-10-08,pricing,0.0,True,False,False,Support response times were too slow.
CE-70624c21,A-2b9974,2022-01-26,unknown,0.0,False,False,False,Found a cheaper alternative.
CE-f1f45aa0,A-10fde3,2021-10-12,pricing,248.96,False,False,True,Team no longer needed this functionality.
CE-5287f823,A-68948f,2021-07-11,budget,0.0,False,False,False,Found a cheaper alternative.
CE-f99dfc8f,A-38094a,2024-05-15,budget,0.0,False,True,False,Support response times were too slow.
CE-340fd03b,A-c402fb,2024-07-20,competitor,0.0,False,False,False,Product lacked key features we needed.
CE-406b160e,A-a3efac,2021-03-13,competitor,310.53,True,False,False,Product lacked key features we needed.
CE-282d2904,A-314379,2021-05-07,budget,0.0,True,False,False,Team no longer needed this functionality.
CE-9c0cd18c,A-e09af2,2021-03-29,pricing,201.2,False,False,False,Product lacked key features we needed.
CE-968f9f78,A-449185,2024-11-16,support,246.39,False,False,False,Tool didn't integrate well with our stack.
CE-73210bc8,A-faad0f,2024-11-20,budget,0.0,True,False,False,Support response times were too slow.
CE-aef40b87,A-e2d27a,2021-07-14,features,228.81,False,False,False,Tool didn't integrate well with our stack.
CE-c226a513,A-0e303f,2023-04-01,pricing,310.22,True,False,True,Budget cuts forced us to cancel.
CE-85a09276,A-388c96,2023-08-21,features,0.0,True,False,True,
CE-4957b90d,A-390557,2023-08-31,budget,0.0,True,True,False,
CE-587b0af0,A-08a972,2023-10-11,competitor,0.0,False,False,False,
CE-2f4ae439,A-f5777d,2022-12-04,pricing,0.0,False,False,False,
CE-7bee4df0,A-6fdb5c,2024-02-09,budget,0.0,True,False,False,Support response times were too slow.
CE-83500436,A-85a324,2022-10-20,unknown,0.0,False,False,False,Product lacked key features we needed.
CE-63f0e203,A-76eede,2023-03-28,features,0.0,False,False,False,Budget cuts forced us to cancel.
CE-3a7b31d0,A-3633b2,2021-11-11,pricing,367.7,False,True,False,Budget cuts forced us to cancel.
CE-16f00c57,A-430daf,2021-03-06,budget,324.27,False,False,False,Budget cuts forced us to cancel.
CE-cb17df40,A-118777,2024-06-21,unknown,0.0,False,False,False,Found a cheaper alternative.
CE-95b82560,A-d22b13,2023-05-31,support,0.0,True,False,False,Budget cuts forced us to cancel.
CE-24b0c035,A-bb6306,2021-06-17,pricing,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-6c1b0217,A-2ca16b,2023-04-25,support,0.0,False,False,False,Support response times were too slow.
CE-b658d857,A-2151c8,2024-08-04,unknown,0.0,False,True,False,Found a cheaper alternative.
CE-1031a4a0,A-720f79,2021-12-14,features,0.0,True,False,False,Tool didn't integrate well with our stack.
CE-d222e837,A-cc6cd9,2021-05-26,pricing,344.96,False,False,False,Pricing increased beyond our budget.
CE-0baaad43,A-216da3,2021-05-17,unknown,159.18,False,False,False,Team no longer needed this functionality.
CE-2695d3a8,A-bb8a0a,2021-08-12,features,62.45,False,False,False,Tool didn't integrate well with our stack.
CE-8d8fdd56,A-ba42fc,2022-03-23,pricing,260.41,False,False,False,Budget cuts forced us to cancel.
CE-daa3dccc,A-bc60c8,2023-10-14,budget,0.0,False,False,False,Support response times were too slow.
CE-3a572f48,A-f60e4b,2023-01-11,competitor,0.0,True,False,False,Tool didn't integrate well with our stack.
CE-cbe2794e,A-c48f44,2022-03-05,budget,46.57,True,False,False,Support response times were too slow.
CE-1d584061,A-fdeda5,2023-11-06,features,36.71,False,False,False,Found a cheaper alternative.
CE-59ab1082,A-45687e,2024-08-10,support,113.18,True,False,False,Pricing increased beyond our budget.
CE-48ae55f3,A-2411d9,2024-10-20,competitor,0.0,False,False,False,Found a cheaper alternative.
CE-9a1af7ef,A-9ccef5,2023-01-10,features,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-52620c4f,A-0d7286,2023-03-10,features,31.44,False,False,False,Team no longer needed this functionality.
CE-5c86404c,A-671cbf,2024-03-08,budget,0.0,True,False,False,Found a cheaper alternative.
CE-060d68c0,A-c166a2,2024-08-28,competitor,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-a83dd10b,A-a2e816,2022-06-20,competitor,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-1a614333,A-51ca60,2024-08-15,budget,0.0,False,False,False,Found a cheaper alternative.
CE-109948ec,A-00d9f1,2021-09-24,unknown,0.0,False,False,False,Found a cheaper alternative.
CE-faa23092,A-71c2db,2022-02-17,features,0.0,False,False,False,Found a cheaper alternative.
CE-916a5ff8,A-f60e4b,2024-06-12,support,0.0,False,True,False,Budget cuts forced us to cancel.
CE-4c4f35a8,A-ed72be,2023-01-11,budget,0.0,False,True,False,Found a cheaper alternative.
CE-fe288e02,A-9a8bb2,2022-09-07,budget,297.59,True,False,False,Pricing increased beyond our budget.
CE-13259eda,A-390557,2024-07-17,features,0.0,False,False,False,Pricing increased beyond our budget.
CE-2df01f1a,A-9a9689,2023-01-20,support,0.0,False,False,False,Budget cuts forced us to cancel.
CE-6fdcad25,A-04a246,2024-09-06,support,0.0,False,False,False,
CE-2e731738,A-7b1bc8,2023-06-16,unknown,0.0,False,True,False,Pricing increased beyond our budget.
CE-ac3d4933,A-4182b6,2021-03-10,features,0.0,False,True,False,Found a cheaper alternative.
CE-a1ff7efe,A-2312e2,2021-10-13,competitor,0.0,False,False,False,Budget cuts forced us to cancel.
CE-9010a69e,A-21c968,2023-04-29,competitor,0.0,False,False,False,Team no longer needed this functionality.
CE-079904be,A-46fc8d,2024-04-09,pricing,0.0,True,False,False,Product lacked key features we needed.
CE-d41ec413,A-85a76f,2024-07-20,features,0.0,True,False,False,Team no longer needed this functionality.
CE-7314ad63,A-57e924,2021-01-14,features,0.0,False,False,False,Found a cheaper alternative.
CE-f4c942a4,A-02fad5,2021-12-26,features,0.0,False,False,False,Support response times were too slow.
CE-d6c12e28,A-641031,2024-12-01,competitor,0.0,False,False,False,Pricing increased beyond our budget.
CE-c38ff16c,A-29838a,2021-04-12,support,487.27,False,False,False,Tool didn't integrate well with our stack.
CE-bb30bfb3,A-82c3e3,2023-09-28,budget,492.86,False,False,True,Support response times were too slow.
CE-5f02e8ee,A-2b8e44,2023-03-30,unknown,0.0,False,True,True,Team no longer needed this functionality.
CE-e7a58414,A-a722ec,2021-02-13,budget,0.0,False,False,False,Support response times were too slow.
CE-4c690ce9,A-09489d,2021-07-18,support,361.84,False,False,False,Found a cheaper alternative.
CE-aacc8ef0,A-0e6fb8,2021-01-25,competitor,436.61,False,False,False,Pricing increased beyond our budget.
CE-36b75d95,A-85a76f,2021-06-14,support,448.96,False,False,False,Product lacked key features we needed.
CE-819b555e,A-2b45e5,2024-03-20,pricing,0.0,False,False,False,Budget cuts forced us to cancel.
CE-96b6e789,A-ab8f61,2022-10-10,features,138.26,False,False,False,Budget cuts forced us to cancel.
CE-3150f6a8,A-205093,2024-12-31,budget,0.0,False,True,False,Found a cheaper alternative.
CE-f02daa04,A-45687e,2021-10-23,unknown,0.0,False,False,False,Budget cuts forced us to cancel.
CE-ef854bf7,A-c32b0a,2023-07-10,budget,0.0,False,False,False,Team no longer needed this functionality.
CE-a8f0290c,A-a2e816,2022-08-02,support,0.0,False,False,True,Found a cheaper alternative.
CE-23dbf10f,A-0562c3,2023-05-01,pricing,0.0,False,False,True,Product lacked key features we needed.
CE-9d488ade,A-66d8db,2024-05-03,features,0.0,False,False,False,Budget cuts forced us to cancel.
CE-970fa2c4,A-7cb77a,2023-02-26,budget,0.0,False,False,False,
CE-91224e18,A-f3890c,2024-10-06,budget,0.0,False,False,False,Budget cuts forced us to cancel.
CE-39fa917f,A-7c73b8,2024-09-09,support,366.8,False,False,False,Team no longer needed this functionality.
CE-cb7bbe65,A-e1fa7f,2022-08-29,competitor,0.0,False,False,False,Pricing increased beyond our budget.
CE-6e045fc7,A-a2a361,2024-10-02,unknown,56.69,True,False,False,Product lacked key features we needed.
CE-9d8e7509,A-8d94af,2023-09-21,competitor,0.0,False,False,False,Budget cuts forced us to cancel.
CE-100ab533,A-5e8a5d,2021-10-14,features,0.0,True,False,True,Team no longer needed this functionality.
CE-b4949eb3,A-adedd2,2021-04-22,features,0.0,False,False,False,Budget cuts forced us to cancel.
CE-f6d323fe,A-f89626,2022-09-22,unknown,436.35,False,False,True,Support response times were too slow.
CE-4f1e7ffe,A-825eb0,2022-05-29,competitor,0.0,True,False,True,Product lacked key features we needed.
CE-a9c60062,A-4983af,2022-10-10,features,0.0,False,False,False,Support response times were too slow.
CE-cc836eda,A-6cb2ce,2021-11-29,support,0.0,False,False,False,Pricing increased beyond our budget.
CE-c6054445,A-a721c1,2024-12-06,unknown,210.48,False,False,False,Tool didn't integrate well with our stack.
CE-4ca2eba0,A-0268ce,2023-04-04,competitor,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-76e2deb1,A-70da28,2022-06-24,budget,0.0,False,True,False,Tool didn't integrate well with our stack.
CE-b6497523,A-4f71e8,2023-03-08,unknown,222.95,False,False,False,Product lacked key features we needed.
CE-b1d42409,A-99995c,2021-09-27,competitor,0.0,False,False,False,Team no longer needed this functionality.
CE-8af9fbbf,A-891867,2022-01-05,unknown,443.77,False,False,False,Tool didn't integrate well with our stack.
CE-bf8c9691,A-6df3cb,2021-09-03,competitor,107.44,True,False,False,Found a cheaper alternative.
CE-cc324346,A-720f79,2024-12-26,pricing,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-7171d427,A-16905a,2024-03-28,unknown,6.58,False,False,False,Pricing increased beyond our budget.
CE-f4c978b8,A-2c1987,2021-01-24,budget,0.0,False,False,True,Budget cuts forced us to cancel.
CE-eb485b03,A-90b550,2023-06-29,support,0.0,False,True,True,Pricing increased beyond our budget.
CE-dac18645,A-2411d9,2022-01-25,pricing,464.48,False,False,False,Support response times were too slow.
CE-6af548da,A-09489d,2024-12-23,competitor,0.0,False,False,False,Product lacked key features we needed.
CE-1d0c1991,A-10fde3,2024-07-18,support,0.0,False,False,False,Product lacked key features we needed.
CE-d24572aa,A-9f9cca,2022-03-04,unknown,0.0,False,False,False,
CE-7997c28a,A-321421,2024-02-01,features,0.0,False,False,False,
CE-e06b0052,A-b94147,2023-05-23,features,0.0,False,False,False,Pricing increased beyond our budget.
CE-e55b5468,A-c0e2d5,2021-08-25,features,247.78,False,False,False,Team no longer needed this functionality.
CE-f964bf28,A-5a8f35,2022-08-12,support,0.0,False,True,False,Support response times were too slow.
CE-45629f72,A-9b417b,2022-12-19,competitor,0.0,False,False,False,Budget cuts forced us to cancel.
CE-c810822e,A-c32b0a,2022-05-09,unknown,0.0,False,False,False,Pricing increased beyond our budget.
CE-9d810a51,A-393763,2021-11-03,competitor,0.0,False,False,False,Found a cheaper alternative.
CE-8d24cfd1,A-4f71e8,2021-04-16,unknown,473.27,False,False,False,Pricing increased beyond our budget.
CE-53874110,A-121302,2023-02-20,unknown,0.0,False,False,False,
CE-275c8870,A-780b56,2021-01-31,features,296.04,True,False,False,Budget cuts forced us to cancel.
CE-07840169,A-e21fc9,2021-12-19,unknown,0.0,True,False,True,Product lacked key features we needed.
CE-77bc0a2a,A-b0fdf8,2022-04-12,unknown,0.0,False,False,False,Pricing increased beyond our budget.
CE-50bacce9,A-891867,2022-11-03,features,0.0,False,False,False,Budget cuts forced us to cancel.
CE-2f0715ad,A-18470a,2023-11-30,features,0.0,True,False,False,Product lacked key features we needed.
CE-62d7cc3e,A-f2e197,2021-04-24,pricing,87.82,False,True,False,Support response times were too slow.
CE-061733d2,A-2e3f29,2023-11-08,support,0.0,True,False,False,Team no longer needed this functionality.
CE-260d4552,A-87d27b,2022-06-28,competitor,0.0,False,False,False,Pricing increased beyond our budget.
CE-e0f1ca6a,A-9a8bb2,2021-09-03,support,0.0,False,False,False,Team no longer needed this functionality.
CE-a7d92abf,A-105528,2023-03-03,pricing,70.54,False,False,False,Product lacked key features we needed.
CE-5b8bb18d,A-e0e84b,2021-07-07,unknown,0.0,False,False,True,Team no longer needed this functionality.
CE-0ccddb3a,A-720f79,2021-05-20,features,0.0,False,False,False,Budget cuts forced us to cancel.
CE-a8e1aede,A-6cb2ce,2024-02-27,pricing,307.39,False,False,False,Pricing increased beyond our budget.
CE-620b98e0,A-6e303f,2021-01-16,support,0.0,False,False,False,Team no longer needed this functionality.
CE-f8670fe2,A-d07cf7,2024-05-30,budget,0.0,False,False,False,Product lacked key features we needed.
CE-3cb979cf,A-253b47,2021-12-27,unknown,0.0,False,False,False,Found a cheaper alternative.
CE-2df7199f,A-66d8db,2023-01-04,budget,193.15,True,False,False,Tool didn't integrate well with our stack.
CE-79c7f1e8,A-eca077,2023-09-16,features,0.0,False,False,False,
CE-d26c86fc,A-40abca,2024-01-17,support,0.0,False,False,False,
CE-04d7c819,A-adedd2,2024-01-03,unknown,0.0,True,False,True,Found a cheaper alternative.
CE-5768883a,A-c402fb,2024-08-31,pricing,0.0,False,False,False,Budget cuts forced us to cancel.
CE-ccc6600c,A-001d08,2021-04-03,features,26.32,False,False,False,Pricing increased beyond our budget.
CE-5b0c33a3,A-95248b,2024-04-09,pricing,0.0,False,False,False,
CE-7b86756b,A-0dd367,2023-09-05,competitor,0.0,False,False,False,Support response times were too slow.
CE-4f9cdfcf,A-d98759,2021-05-27,features,0.0,False,False,True,Product lacked key features we needed.
CE-7fe7c125,A-274168,2024-08-01,support,498.87,False,False,False,Support response times were too slow.
CE-ce9fe095,A-df92d4,2023-07-31,budget,0.0,False,False,True,Tool didn't integrate well with our stack.
CE-d1aab4a6,A-3a19f8,2024-07-22,support,0.0,False,False,False,Budget cuts forced us to cancel.
CE-1e3be7ec,A-2bcd7c,2022-08-24,features,0.0,False,True,True,Tool didn't integrate well with our stack.
CE-712be5e1,A-cddcac,2022-12-26,support,345.04,False,True,False,
CE-282bd556,A-b81b20,2022-07-28,competitor,0.0,False,False,False,Pricing increased beyond our budget.
CE-c61bdefb,A-2c850e,2021-11-07,support,0.0,False,False,False,Found a cheaper alternative.
CE-fb4576ee,A-9b151e,2023-06-09,features,0.0,False,False,False,
CE-39a49e60,A-f56c83,2024-10-13,pricing,0.0,False,True,False,Team no longer needed this functionality.
CE-1ba2e97d,A-dc726d,2021-06-28,features,0.0,True,False,False,Budget cuts forced us to cancel.
CE-fd30f4a2,A-253b47,2022-05-07,competitor,0.0,False,False,False,Team no longer needed this functionality.
CE-5ff89ee1,A-2411d9,2024-09-16,budget,0.0,False,True,False,Product lacked key features we needed.
CE-15eaff63,A-ba7802,2024-02-15,features,0.0,False,False,False,Product lacked key features we needed.
CE-2257db10,A-275a5e,2021-04-03,competitor,0.0,True,False,False,Team no longer needed this functionality.
CE-ceeda1f6,A-70da28,2021-06-02,competitor,0.0,True,True,False,Tool didn't integrate well with our stack.
CE-98fe0a17,A-99203a,2024-11-22,pricing,0.0,False,False,False,Product lacked key features we needed.
CE-790df3eb,A-3a41b2,2024-12-03,support,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-39a31ae1,A-715861,2024-02-25,unknown,0.0,False,False,False,
CE-3a3c083c,A-8a2dcf,2022-11-01,competitor,111.0,False,False,False,Product lacked key features we needed.
CE-fe54a558,A-49535d,2021-11-26,pricing,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-f6e2bce3,A-ca5e0e,2022-06-16,competitor,0.0,True,False,False,Team no longer needed this functionality.
CE-0186ba19,A-bf83ac,2021-11-23,competitor,0.0,False,False,False,Product lacked key features we needed.
CE-8010b784,A-f4fe1f,2023-05-19,competitor,0.0,False,False,False,Team no longer needed this functionality.
CE-09aaf770,A-299f66,2024-11-19,features,0.0,False,False,False,Support response times were too slow.
CE-49c39221,A-8f00d8,2023-03-18,unknown,272.83,False,True,False,Support response times were too slow.
CE-3df07f1f,A-3204d3,2022-10-21,budget,0.0,False,True,False,Product lacked key features we needed.
CE-d8f9a6cb,A-2b45e5,2021-11-27,unknown,0.0,True,False,False,Support response times were too slow.
CE-6efdd5a4,A-66ee96,2022-09-06,competitor,0.0,False,False,False,Product lacked key features we needed.
CE-4cf0921c,A-3841e3,2023-03-09,support,0.0,False,False,False,Found a cheaper alternative.
CE-730021dd,A-77d382,2021-06-16,support,0.0,False,False,False,Budget cuts forced us to cancel.
CE-9ecf93db,A-671cbf,2022-02-22,support,0.0,False,True,False,Found a cheaper alternative.
CE-9539a465,A-aeac12,2024-12-08,budget,0.0,False,False,False,Pricing increased beyond our budget.
CE-bc4fe744,A-8f8cfc,2021-09-04,features,460.37,False,False,True,Tool didn't integrate well with our stack.
CE-84aa6c54,A-09489d,2021-05-16,unknown,0.0,False,False,True,Support response times were too slow.
CE-908f0aa2,A-2c850e,2024-01-19,features,0.0,False,False,False,Support response times were too slow.
CE-65568b3e,A-e1796c,2021-05-04,features,0.0,False,False,False,Budget cuts forced us to cancel.
CE-6dacb384,A-a81600,2023-08-25,budget,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-4fcb4123,A-d87876,2022-10-22,unknown,22.24,False,True,False,Pricing increased beyond our budget.
CE-2c116773,A-a721c1,2024-04-29,budget,0.0,True,False,False,Support response times were too slow.
CE-7aa83e23,A-31dcb8,2023-02-26,support,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-7c139d4b,A-3ea8a3,2022-08-04,support,0.0,False,False,False,Support response times were too slow.
CE-2ca0fe83,A-b0fdf8,2024-08-11,budget,0.0,False,False,False,
CE-6faff9d7,A-3a3477,2022-05-19,support,0.0,False,False,False,Product lacked key features we needed.
CE-be7e0201,A-488393,2024-11-17,support,0.0,True,True,False,Team no longer needed this functionality.
CE-2cb9e9d6,A-df2118,2024-09-12,pricing,0.0,False,True,False,Tool didn't integrate well with our stack.
CE-e32d0450,A-118777,2022-05-01,unknown,327.82,False,False,False,Team no longer needed this functionality.
CE-1a7309c8,A-3a3477,2021-03-16,support,343.46,False,False,False,Support response times were too slow.
CE-4bd32146,A-29b014,2022-01-08,features,0.0,False,False,False,Found a cheaper alternative.
CE-2fd94f39,A-d766b2,2023-10-02,pricing,0.0,False,False,False,Found a cheaper alternative.
CE-980bc47d,A-fdeda5,2024-03-01,competitor,0.0,False,False,False,Product lacked key features we needed.
CE-f93ca0ff,A-9aab82,2021-05-22,features,0.0,False,False,False,
CE-6e7b6802,A-b56ab1,2022-02-08,competitor,0.0,True,False,False,Budget cuts forced us to cancel.
CE-93950e96,A-9e9f30,2024-11-17,pricing,0.0,False,False,True,Team no longer needed this functionality.
CE-e50c3066,A-2c850e,2023-02-06,features,0.0,False,False,False,
CE-e7a63131,A-703310,2022-10-19,support,0.0,False,False,False,Product lacked key features we needed.
CE-d7a5b786,A-98ae9b,2024-11-26,support,0.0,False,False,True,Product lacked key features we needed.
CE-ce36a839,A-b94147,2022-04-24,features,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-9810713f,A-430daf,2024-07-30,features,0.0,False,False,False,Support response times were too slow.
CE-b67d9a82,A-626bb3,2021-01-15,pricing,18.01,True,False,False,Support response times were too slow.
CE-9cf73b2e,A-fd8d1b,2022-06-20,budget,153.53,False,False,False,Found a cheaper alternative.
CE-ec34d8b7,A-9f521d,2021-01-14,support,0.0,True,True,False,Found a cheaper alternative.
CE-c2b24c06,A-85322a,2024-05-07,unknown,0.0,False,False,False,Budget cuts forced us to cancel.
CE-65ef943e,A-dabc1b,2021-03-31,support,173.98,False,False,False,Support response times were too slow.
CE-3c32d837,A-51ca60,2023-03-04,support,0.0,False,False,True,Support response times were too slow.
CE-4bca7099,A-314379,2024-08-08,pricing,0.0,False,False,False,Found a cheaper alternative.
CE-e745ae6c,A-e1fa7f,2023-04-15,features,0.0,True,False,False,Team no longer needed this functionality.
CE-4fd8e0f2,A-410148,2021-01-22,competitor,0.0,False,False,False,Budget cuts forced us to cancel.
CE-1d608106,A-8f00d8,2021-11-21,budget,0.0,False,True,False,Support response times were too slow.
CE-42334ce4,A-a771e3,2023-02-27,features,0.0,True,False,False,Product lacked key features we needed.
CE-40a7b9ce,A-d5772f,2023-07-02,support,213.49,False,False,False,Tool didn't integrate well with our stack.
CE-f344fb6b,A-cc4e00,2021-02-08,features,0.0,False,True,False,Team no longer needed this functionality.
